postid,posttypeid,parentid,creationdate,score,title,"replace(body, '""', '&quot;')"
493648,2,30251,"2009-01-29 22:01:07",2,NULL,"<p>On this subject, I thought <a href=&quot;http://shouldiusetablesforlayout.com/&quot; rel=&quot;nofollow&quot;>this</a> site was pretty funny.</p>&#xA;"
975878,2,30251,"2009-06-10 14:16:46",0,NULL,"<p>When ever a page containg tables is loaded by any browser it takes more time for the browser to render properly the  tag. Where as if the div is used ,the browser takes less time as it is lighter. And more over we can apply the css to make the divs appear as table,</p>&#xA;&#xA;<p>The tables are normally heavy wieght and div are light weight.</p>&#xA;"
2801955,2,30251,"2010-05-10 10:40:04",0,NULL,"<p>Divs are simple 'divisions', they are mean't to be used to group sections of the page that are in a semantic sense linked. They carry no implicit meaning other than that.</p>&#xA;&#xA;<p>Tables were originally intended to display scientific data, such as lab results on screen. Dave Raggett certainly didn't intend them to become used to implement layout.</p>&#xA;&#xA;<p>I find it keeps it fairly clear in your mind if you remember the above, if its something you would normally expect to read in a table, then that's the appropriate tag, if its pure layout, then use something else to accomplish your needs.</p>&#xA;"
3153153,2,30251,"2010-06-30 20:30:47",0,NULL,"<p>It is clear that the DIV are used for Layout but It happened to me to being &quot;forced&quot; to use spreadsheets to do a grid layout within a div structure for this reasons:</p>&#xA;&#xA;<blockquote>&#xA;  <p>the addition of percentage values did not allow a proper alignment with the div, while the same values expressed on cells of tables gave the expected result.</p>&#xA;</blockquote>&#xA;&#xA;<p>So I think that tables are still useful not only for data, but also for the situation above, on top of that, tables are still W3C compliant browser and alternative browsers (for the disabled for example) interpret theirs correctly.</p>&#xA;"
30384,2,30373,"2008-08-27 15:07:52",4,NULL,"<p>The book <em><a href=&quot;http://www.semantics.org/cpp_gotchas/&quot; rel=&quot;nofollow&quot;>C++ Gotchas</a></em> may prove useful.</p>&#xA;"
30391,2,30373,"2008-08-27 15:09:10",7,NULL,"<p>The web page <em><a href=&quot;http://developer.kde.org/~wheeler/cpp-pitfalls.html&quot; rel=&quot;nofollow&quot;>C++ Pitfalls</a></em> by Scott Wheeler covers some of the main C++ pitfalls.</p>&#xA;"
30412,2,30373,"2008-08-27 15:15:18",16,NULL,"<p>Some must have C++ books that will help you avoid common C++ pitfalls:</p>&#xA;&#xA;<p><a href=&quot;http://rads.stackoverflow.com/amzn/click/0321334876&quot; rel=&quot;nofollow&quot;>Effective C++</a><br />&#xA;<a href=&quot;http://rads.stackoverflow.com/amzn/click/020163371X&quot; rel=&quot;nofollow&quot;>More Effective C++</a><br />&#xA;<a href=&quot;http://rads.stackoverflow.com/amzn/click/0201749629&quot; rel=&quot;nofollow&quot;>Effective STL</a></p>&#xA;&#xA;<p>The Effective STL book explains the vector of bools issue :)</p>&#xA;"
30420,2,30373,"2008-08-27 15:17:16",72,NULL,"<p>A short list might be:</p>&#xA;&#xA;<ul>&#xA;<li>Avoid memory leaks through use shared pointers to manage memory allocation and cleanup</li>&#xA;<li>Use the <a href=&quot;https://en.wikipedia.org/wiki/Resource_Acquisition_Is_Initialization&quot; rel=&quot;nofollow&quot;>Resource Acquisition Is Initialization</a> (RAII) idiom to manage resource cleanup - especially in the presence of exceptions</li>&#xA;<li>Avoid calling virtual functions in constructors</li>&#xA;<li>Employ minimalist coding techniques where possible - for example, declaring variables only when needed, scoping variables, and early-out design where possible. </li>&#xA;<li>Truly understand the exception handling in your code - both with regard to exceptions you throw, as well as ones thrown by classes you may be using indirectly. This is especially important in the presence of templates.</li>&#xA;</ul>&#xA;&#xA;<p>RAII, shared pointers and minimalist coding are of course not specific to C++, but they help avoid problems that do frequently crop up when developing in the language. </p>&#xA;&#xA;<p>Some excellent books on this subject are:</p>&#xA;&#xA;<ul>&#xA;<li>Effective C++ - Scott Meyers</li>&#xA;<li>More Effective C++ - Scott Meyers</li>&#xA;<li>C++ Coding Standards - Sutter &amp; Alexandrescu</li>&#xA;<li>C++ FAQs - Cline</li>&#xA;</ul>&#xA;&#xA;<p>Reading these books has helped me more than anything else to avoid the kind of pitfalls you are asking about.</p>&#xA;"
30426,2,30373,"2008-08-27 15:21:24",3,NULL,"<p>The most important pitfalls for beginning developers is to avoid confusion between C and C++. C++ should never be treated as a mere better C or C with classes because this prunes its power and can make it even dangerous (especially when using memory as in C).</p>&#xA;"
30449,2,30373,"2008-08-27 15:29:05",3,NULL,"<p>Check out <a href=&quot;http://boost.org&quot; rel=&quot;nofollow&quot;>boost.org</a>.  It provides a lot of additional functionality, especially their smart pointer implementations.</p>&#xA;"
30470,2,30373,"2008-08-27 15:37:14",6,NULL,"<p>I've already mentioned it a few times, but Scott Meyers' books <a href=&quot;http://rads.stackoverflow.com/amzn/click/0321334876&quot; rel=&quot;nofollow&quot;>Effective C++</a> and <a href=&quot;http://rads.stackoverflow.com/amzn/click/0201749629&quot; rel=&quot;nofollow&quot;>Effective STL</a> are really worth their weight in gold for helping with C++.</p>&#xA;&#xA;<p>Come to think of it, Steven Dewhurst's <a href=&quot;http://rads.stackoverflow.com/amzn/click/0321125185&quot; rel=&quot;nofollow&quot;>C++ Gotchas</a> is also an excellent &quot;from the trenches&quot; resource. His item on rolling your own exceptions and how they should be constructed really helped me in one project.</p>&#xA;"
34064,2,30373,"2008-08-29 06:39:54",6,NULL,"<p>Two gotchas that I wish I hadn't learned the hard way:</p>&#xA;&#xA;<p>(1) A lot of output (such as printf) is buffered by default.  If you're debugging crashing code, and you're using buffered debug statements, the last output you see may <em>not</em> really be the last print statement encountered in the code.  The solution is to flush the buffer after each debug print (or turn off the buffering altogether).</p>&#xA;&#xA;<p>(2) Be careful with initializations - (a) avoid class instances as globals / statics; and (b) try to initialize all your member variables to some safe value in a ctor, even if it's a trivial value such as NULL for pointers.</p>&#xA;&#xA;<p>Reasoning: the ordering of global object initialization is not guaranteed (globals includes static variables), so you may end up with code that seems to fail nondeterministically since it depends on object X being initialized before object Y.  If you don't explicitly initialize a primitive-type variable, such as a member bool or enum of a class, you'll end up with different values in surprising situations -- again, the behavior can seem very nondeterministic.</p>&#xA;"
37369,2,30373,"2008-09-01 02:03:57",2,NULL,"<p>PRQA have <a href=&quot;http://www.codingstandard.com/&quot; rel=&quot;nofollow&quot;>an excellent and free C++ coding standard</a> based on books from Scott Meyers, Bjarne Stroustrop and Herb Sutter. It brings all this information together in one document.</p>&#xA;"
48676,2,30373,"2008-09-07 18:48:54",4,NULL,"<p>Here are a few pits I had the misfortune to fall into. All these have good reasons which I only understood after being bitten by behaviour that surprised me. </p>&#xA;&#xA;<ul>&#xA;<li><p><code>virtual</code> functions in constructors <a href=&quot;http://stackoverflow.com/questions/36832&quot; title=&quot;Virtual functions in constructors, why do languages differ?&quot;>aren't</a>.</p></li>&#xA;<li><p>Don't violate the <a href=&quot;http://en.wikipedia.org/wiki/One_Definition_Rule&quot; rel=&quot;nofollow&quot;>ODR (One Definition Rule)</a>, that's what anonymous namespaces are for (among other things).</p></li>&#xA;<li><p>Order of initialization of members depends on the order in which they are declared.</p>&#xA;&#xA;<pre><code>class bar {&#xA;    vector&lt;int&gt; vec_;&#xA;    unsigned size_; // Note size_ declared *after* vec_&#xA;public:&#xA;    bar(unsigned size)&#xA;        : size_(size)&#xA;        , vec_(size_) // size_ is uninitialized&#xA;        {}&#xA;};&#xA;</code></pre></li>&#xA;<li><p>Default values and <code>virtual</code> have different semantics.</p>&#xA;&#xA;<pre><code>class base {&#xA;public:&#xA;    virtual foo(int i = 42) { cout &lt;&lt; &quot;base &quot; &lt;&lt; i; }&#xA;};&#xA;&#xA;class derived : public base {&#xA;public:&#xA;    virtual foo(int i = 12) { cout &lt;&lt; &quot;derived &quot;&lt;&lt; i; }&#xA;};&#xA;&#xA;derived d;&#xA;base&amp; b = d;&#xA;b.foo(); // Outputs `derived 42`&#xA;</code></pre></li>&#xA;</ul>&#xA;"
48708,2,30373,"2008-09-07 19:34:10",2,NULL,"<p>Be careful when using smart pointers and container classes.</p>&#xA;"
71386,2,30373,"2008-09-16 11:29:52",12,NULL,"<p>Brian has a great list: I'd add &quot;Always mark single argument constructors explicit (except in those rare cases you want automatic casting).&quot;</p>&#xA;"
117741,2,30373,"2008-09-22 21:25:17",8,NULL,"<p>Not really a specific tip, but a general guideline: check your sources.  C++ is an old language, and it has changed a lot over the years.  Best practices have changed with it, but unfortunately there's still a lot of old information out there.  There have been some very good book recommendations on here - I can second buying every one of Scott Meyers C++ books.  Become familiar with Boost and with the coding styles used in Boost - the people involved with that project are on the cutting edge of C++ design.</p>&#xA;&#xA;<p>Do not reinvent the wheel.  Become familiar with the STL and Boost, and use their facilities whenever possible rolling your own.  In particular, use STL strings and collections unless you have a very, very good reason not to.  Get to know auto_ptr and the Boost smart pointers library very well, understand under which circumstances each type of smart pointer is intended to be used, and then use smart pointers everywhere you might otherwise have used raw pointers.  Your code will be just as efficient and a lot less prone to memory leaks.</p>&#xA;&#xA;<p>Use static_cast, dynamic_cast, const_cast, and reinterpret_cast instead of C-style casts.  Unlike C-style casts they will let you know if you are really asking for a different type of cast than you think you are asking for.  And they stand out viisually, alerting the reader that a cast is taking place.</p>&#xA;"
117788,2,30373,"2008-09-22 21:34:25",2,NULL,"<p>Avoid <a href=&quot;http://www.idinews.com/quasiClass.pdf&quot; rel=&quot;nofollow&quot;>pseudo classes and quasi classes</a>... Overdesign basically.</p>&#xA;"
117801,2,30373,"2008-09-22 21:37:03",3,NULL,"<ol>&#xA;<li>Not reading the <a href=&quot;http://www.parashift.com/c++-faq-lite/&quot; rel=&quot;nofollow&quot;>C++ FAQ Lite</a>. It explains many bad (and good!) practices.</li>&#xA;<li>Not using <a href=&quot;http://en.wikipedia.org/wiki/Boost_%28C%2B%2B_libraries%29&quot; rel=&quot;nofollow&quot;>Boost</a>. You'll save yourself a lot of frustration by taking advantage of Boost where possible.</li>&#xA;</ol>&#xA;"
117820,2,30373,"2008-09-22 21:40:24",1,NULL,"<p>Read the book <em><a href=&quot;http://rads.stackoverflow.com/amzn/click/0321125185&quot; rel=&quot;nofollow&quot;>C++ Gotchas: Avoiding Common Problems in Coding and Design</a></em>.</p>&#xA;"
281451,2,30373,"2008-11-11 16:46:28",6,NULL,"<p>Using C++ like C. Having a create-and-release cycle in the code.</p>&#xA;&#xA;<p>In C++, this is not exception safe and thus the release may not be executed. In C++, we use <a href=&quot;https://en.wikipedia.org/wiki/Resource_Acquisition_Is_Initialization&quot; rel=&quot;nofollow&quot;>RAII</a> to solve this problem.</p>&#xA;&#xA;<p>All resources that have a manual create and release should be wrapped in an object so these actions are done in the constructor/destructor.</p>&#xA;&#xA;<pre><code>// C Code&#xA;void myFunc()&#xA;{&#xA;    Plop*   plop = createMyPlopResource();&#xA;&#xA;    // Use the plop&#xA;&#xA;    releaseMyPlopResource(plop);&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>In C++, this should be wrapped in an object:</p>&#xA;&#xA;<pre><code>// C++&#xA;class PlopResource&#xA;{&#xA;    public:&#xA;        PlopResource()&#xA;        {&#xA;            mPlop=createMyPlopResource();&#xA;            // handle exceptions and errors.&#xA;        }&#xA;        ~PlopResource()&#xA;        {&#xA;             releaseMyPlopResource(mPlop);&#xA;        }&#xA;    private:&#xA;        Plop*  mPlop;&#xA; };&#xA;&#xA;void myFunc()&#xA;{&#xA;    PlopResource  plop;&#xA;&#xA;    // Use the plop&#xA;    // Exception safe release on exit.&#xA;}&#xA;</code></pre>&#xA;"
281487,2,30373,"2008-11-11 17:00:35",0,NULL,"<p>Always check a pointer before you dereference it.  In C, you could usually count on a crash at the point where you dereference a bad pointer; in C++, you can create an invalid reference which will crash at a spot far removed from the source of the problem.</p>&#xA;&#xA;<pre><code>class SomeClass&#xA;{&#xA;    ...&#xA;    void DoSomething()&#xA;    {&#xA;        ++counter;    // crash here!&#xA;    }&#xA;    int counter;&#xA;};&#xA;&#xA;void Foo(SomeClass &amp; ref)&#xA;{&#xA;    ...&#xA;    ref.DoSomething();    // if DoSomething is virtual, you might crash here&#xA;    ...&#xA;}&#xA;&#xA;void Bar(SomeClass * ptr)&#xA;{&#xA;    Foo(*ptr);    // if ptr is NULL, you have created an invalid reference&#xA;                  // which probably WILL NOT crash here&#xA;}&#xA;</code></pre>&#xA;"
281562,2,30373,"2008-11-11 17:25:51",0,NULL,"<p>Intention is <code>(x == 10)</code>:</p>&#xA;&#xA;<pre><code>if (x = 10) {&#xA;    //Do something&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>I thought I would never make this mistake myself, but I actually did it recently.</p>&#xA;"
281593,2,30373,"2008-11-11 17:38:46",1,NULL,"<p>Keep the name spaces straight (including struct, class, namespace, and using).  That's my number-one frustration when the program just doesn't compile.</p>&#xA;"
281609,2,30373,"2008-11-11 17:43:24",1,NULL,"<p>To mess up, use straight pointers a lot.  Instead, use RAII for almost anything, making sure of course that you use the right smart pointers.  If you write &quot;delete&quot; anywhere outside a handle or pointer-type class, you're very likely doing it wrong.</p>&#xA;"
282070,2,30373,"2008-11-11 20:40:00",1,NULL,"<blockquote>&#xA;  <ul>&#xA;  <li><code>static_cast</code> downcast on a virtual base class</li>&#xA;  </ul>&#xA;</blockquote>&#xA;&#xA;<p>Not really... Now about my misconception: I thought that <code>A</code> in the following was a virtual base class when in fact it's not; it's, according to 10.3.1, a <em>polymorphic class</em>. Using <code>static_cast</code> here seems to be fine.</p>&#xA;&#xA;<pre><code>struct B { virtual ~B() {} };&#xA;&#xA;struct D : B { };&#xA;</code></pre>&#xA;&#xA;<p>In summary, yes, this is a dangerous pitfall.</p>&#xA;"
282921,2,30373,"2008-11-12 03:22:42",-1,NULL,"<pre><code>#include &lt;boost/shared_ptr.hpp&gt;&#xA;class A {&#xA;public:&#xA;  void nuke() {&#xA;     boost::shared_ptr&lt;A&gt; (this);&#xA;  }&#xA;};&#xA;&#xA;int main(int argc, char** argv) {&#xA;  A a;&#xA;  a.nuke();&#xA;  return(0);&#xA;}&#xA;</code></pre>&#xA;"
285100,2,30373,"2008-11-12 19:47:01",2,NULL,"<p>Forgetting to define a base class destructor virtual. This means that calling <code>delete</code> on a Base* won't end up destructing the derived part.</p>&#xA;"
293047,2,30373,"2008-11-15 21:02:15",45,NULL,"<h2>Pitfalls in decreasing order of their importance</h2>&#xA;&#xA;<p>First of all, you should visit the award winning <a href=&quot;http://www.parashift.com/c++-faq-lite/&quot; rel=&quot;nofollow&quot;>C++ FAQ Light</a>. It has many good answers to pitfalls. If you have further questions, visit <code>##c++</code> on <code>irc.freenode.org</code> in <a href=&quot;http://en.wikipedia.org/wiki/Internet_Relay_Chat&quot; rel=&quot;nofollow&quot;>IRC</a>. We are glad to help you, if we can. Note all the following pitfalls are originally written. They are not just copied from random sources.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>delete<code>[]</code> on new, <code>delete</code> on <code>new[]</code></p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: Doing the above yields to undefined behavior: Everything could happen. Understand your code and what it does, and always <code>delete[]</code> what you <code>new[]</code>, and <code>delete</code> what you <code>new</code>, then that won't happen.</p>&#xA;&#xA;<p><strong>Exception</strong>:</p>&#xA;&#xA;<pre><code>typedef T type[N]; T * pT = new type; delete[] pT;&#xA;</code></pre>&#xA;&#xA;<p>You need to <code>delete[]</code> even though you <code>new</code>, since you new'ed an array. So if you are working with <code>typedef</code>, take special care.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>Calling a virtual function in a constructor or destructor</p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: Calling a virtual function won't call the overriding functions in the derived classes. Calling a <em>pure virtual function</em> in a constructor or desctructor is undefined behavior.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>Calling <code>delete</code> or <code>delete[]</code> on an already deleted pointer</p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: Assign 0 to every pointer you delete. Calling <code>delete</code> or <code>delete[]</code> on a null-pointer does nothing.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>Taking the sizeof of a pointer, when the number of elements of an 'array' is to be calculated.</p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: Pass the number of elements alongside the pointer when you need to pass an array as a pointer into a function. Use the function proposed <a href=&quot;http://stackoverflow.com/questions/275994/whats-the-best-way-to-do-a-backwards-loop-in-ccc#276053&quot;>here</a> if you take the sizeof of an array that is supposed to be really an array.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>Using an array as if it were a pointer. Thus, using <code>T **</code> for a two dimentional array.</p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: See <a href=&quot;http://stackoverflow.com/questions/274865/pointer-question-in-c#274943&quot;>here</a> for why they are different and how you handle them.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>Writing to a string literal: <code>char * c = &quot;hello&quot;; *c = 'B';</code></p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: Allocate an array that is initialized from the data of the string literal, then you can write to it:</p>&#xA;&#xA;<pre><code>char c[] = &quot;hello&quot;; *c = 'B';&#xA;</code></pre>&#xA;&#xA;<p>Writing to a string literal is undefined behavior. Anyway, the above conversion from a string literal to <code>char *</code> is deprecated. So compilers will probably warn if you increase the warning level.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>Creating resources, then forgetting to free them when something throws.</p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: Use smart pointers like <a href=&quot;http://en.cppreference.com/w/cpp/memory/unique_ptr&quot; rel=&quot;nofollow&quot;><code>std::unique_ptr</code></a> or <a href=&quot;http://en.cppreference.com/w/cpp/memory/shared_ptr&quot; rel=&quot;nofollow&quot;><code>std::shared_ptr</code></a> as pointed out by other answers.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>Modifying an object twice like in this example: <code>i = ++i;</code></p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: The above was supposed to assign to <code>i</code> the value of <code>i+1</code>. But what it does is not defined. Instead of incrementing <code>i</code> and assigning the result, it changes <code>i</code> on the right side as well. Changing an object between two sequence points is undefined behavior. Sequence points include <code>||</code>, <code>&amp;&amp;</code>, <code>comma-operator</code>, <code>semicolon</code> and <code>entering a function</code> (non exhaustive list!). Change the code to the following to make it behave correctly: <code>i = i + 1;</code></p>&#xA;&#xA;<hr>&#xA;&#xA;<h2>Misc Issues</h2>&#xA;&#xA;<blockquote>&#xA;  <p>Forgetting to flush streams before calling a blocking function like <code>sleep</code>.</p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: Flush the stream by streaming either <code>std::endl</code> instead of <code>\n</code> or by calling <code>stream.flush();</code>.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>Declaring a function instead of a variable.</p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: The issue arises because the compiler interprets for example</p>&#xA;&#xA;<pre><code>Type t(other_type(value));&#xA;</code></pre>&#xA;&#xA;<p>as a function declaration of a function <code>t</code> returning <code>Type</code> and having a parameter of type <code>other_type</code> which is called <code>value</code>. You solve it by putting parentheses around the first argument. Now you get a variable <code>t</code> of type <code>Type</code>:</p>&#xA;&#xA;<pre><code>Type t((other_type(value)));&#xA;</code></pre>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>Calling the function of a free object that is only declared in the current translation unit (<code>.cpp</code> file).</p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: The standard doesn't define the order of creation of free objects (at namespace scope) defined across different translation units. Calling a member function on an object not yet constructed is undefined behavior. You can define the following function in the object's translation unit instead and call it from other ones:</p>&#xA;&#xA;<pre><code>House &amp; getTheHouse() { static House h; return h; }&#xA;</code></pre>&#xA;&#xA;<p>That would create the object on demand and leave you with a fully constructed object at the time you call functions on it.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>Defining a template in a <code>.cpp</code> file, while it's used in a different <code>.cpp</code> file.</p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: Almost always you will get errors like <code>undefined reference to ...</code>. Put all the template definitions in a header, so that when the compiler is using them, it can already produce the code needed.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p><code>static_cast&lt;Derived*&gt;(base);</code> if base is a pointer to a virtual base class of <code>Derived</code>.</p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: A virtual base class is a base which occurs only once, even if it is inherited more than once by different classes indirectly in an inheritance tree. Doing the above is not allowed by the Standard. Use dynamic_cast to do that, and make sure your base class is polymorphic.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p><code>dynamic_cast&lt;Derived*&gt;(ptr_to_base);</code> if base is non-polymorphic</p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: The standard doesn't allow a downcast of a pointer or reference when the object passed is not polymorphic. It or one of its base classes has to have a virtual function.</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>Making your function accept <code>T const **</code></p>&#xA;</blockquote>&#xA;&#xA;<p><strong>Solution</strong>: You might think that's safer than using <code>T **</code>, but actually it will cause headache to people that want to pass <code>T**</code>: The standard doesn't allow it. It gives a neat example of why it is disallowed:</p>&#xA;&#xA;<pre><code>int main() {&#xA;    char const c = ’c’;&#xA;    char* pc;&#xA;    char const** pcc = &amp;pc; //1: not allowed&#xA;    *pcc = &amp;c;&#xA;    *pc = ’C’; //2: modifies a const object&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>Always accept <code>T const* const*;</code> instead.</p>&#xA;&#xA;<h2></h2>&#xA;&#xA;<p>Another (closed) pitfalls thread about C++, so people looking for them will find them, is Stack Overflow question <em><a href=&quot;http://stackoverflow.com/questions/280531&quot;>C++ pitfalls</a></em>.</p>&#xA;"
293080,2,30373,"2008-11-15 21:34:30",0,NULL,"<p>The essay/article <em><a href=&quot;http://www.goingware.com/tips/parameters/&quot; rel=&quot;nofollow&quot;>Pointers, references and Values</a></em> is very useful. It talks avoid avoiding pitfalls and good practices. You can browse the whole site too, which contains programming tips, mainly for C++.</p>&#xA;"
754364,2,30373,"2009-04-16 00:46:18",0,NULL,"<p>I spent many years doing C++ development. I wrote a <a href=&quot;http://btstout.blogspot.com/2005_09_01_archive.html&quot; rel=&quot;nofollow&quot;>quick summary</a> of problems I had with it years ago. Standards-compliant compilers are not really a problem anymore, but I suspect the other pitfalls outlined are still valid.</p>&#xA;"
3986213,2,30373,"2010-10-21 09:52:39",0,NULL,"<p>Forgetting an <code>&amp;</code> and thereby creating a copy instead of a reference.</p>&#xA;&#xA;<p>This happened to me twice in different ways:</p>&#xA;&#xA;<ul>&#xA;<li><p>One instance was in an argument list, which caused a large object to be put on the stack with the result of a stack overflow and crash of the embedded system.</p></li>&#xA;<li><p>I forgot the <code>&amp;</code> on an instance variable, with the effect that the object was copied. After registering as a listener to the copy I wondered why I never got the callbacks from the original object.</p></li>&#xA;</ul>&#xA;&#xA;<p>Both where rather hard to spot, because the difference is small and hard to see, and otherwise objects and references are used syntactically in the same way.</p>&#xA;"
32287,2,32282,"2008-08-28 13:36:46",6,NULL,"<p><a href=&quot;http://www.regexbuddy.com/&quot; rel=&quot;nofollow&quot;>RegexBuddy</a> is a weapon of choice</p>&#xA;"
32288,2,32282,"2008-08-28 13:36:47",16,NULL,"<p><a href=&quot;http://www.regexbuddy.com/&quot;>RegexBuddy</a></p>&#xA;"
32290,2,32282,"2008-08-28 13:37:34",75,NULL,"<p>The most powerful free online regexp testing tool is by far <a href=&quot;http://regex101.com/&quot; rel=&quot;nofollow&quot;>http://regex101.com/</a> - lets you select the RE engine (PCRE, JavaScript, Python), has a debugger, colorizes the matches, explains the regexp on the fly, can create permalinks to the regex playground.</p>&#xA;&#xA;<p>Other online tools:</p>&#xA;&#xA;<ul>&#xA;<li><a href=&quot;http://www.rexv.org/&quot; rel=&quot;nofollow&quot;>http://www.rexv.org/</a> - supports PHP and Perl PCRE, Posix, Python, JavaScript, and Node.js</li>&#xA;<li><a href=&quot;http://refiddle.com/&quot; rel=&quot;nofollow&quot;>http://refiddle.com/</a> - Inspired by jsfiddle, but for regular expressions. Supports JavaScript, Ruby and .NET expressions.</li>&#xA;<li><a href=&quot;http://regexpal.com/&quot; rel=&quot;nofollow&quot;>http://regexpal.com/</a> - powered by the <a href=&quot;http://xregexp.com/&quot; rel=&quot;nofollow&quot;>XRegExp</a> JavaScript library</li>&#xA;<li><a href=&quot;http://www.rubular.com/&quot; rel=&quot;nofollow&quot;>http://www.rubular.com/</a> - Ruby-based</li>&#xA;<li><a href=&quot;http://www.perlfect.com/articles/regextutor.shtml&quot; rel=&quot;nofollow&quot;>Perl Regex Tutor</a> - uses PCRE</li>&#xA;</ul>&#xA;&#xA;<p>Windows desktop tools:</p>&#xA;&#xA;<ul>&#xA;<li><a href=&quot;http://www.weitz.de/regex-coach/&quot; rel=&quot;nofollow&quot;>The Regex Coach</a> - free Windows application</li>&#xA;<li><a href=&quot;http://www.regexbuddy.com/&quot; rel=&quot;nofollow&quot;>RegexBuddy</a> recommended by most, costs US$ 39.95</li>&#xA;</ul>&#xA;&#xA;<p>Jeff Atwood [wrote about regular expressions]( post:).</p>&#xA;&#xA;<p>Other tools recommended by SO users include:</p>&#xA;&#xA;<ul>&#xA;<li><a href=&quot;http://www.txt2re.com/&quot; rel=&quot;nofollow&quot;><a href=&quot;http://www.txt2re.com/&quot; rel=&quot;nofollow&quot;>http://www.txt2re.com/</a></a> Online free tool to generate regular expressions for multiple language  (@<a href=&quot;http://stackoverflow.com/questions/4736/learning-regular-expressions#4763&quot;>palmsey</a> another thread)</li>&#xA;<li>The Added Bytes <a href=&quot;http://www.addedbytes.com/cheat-sheets/regular-expressions-cheat-sheet/&quot; rel=&quot;nofollow&quot;>Regular Expressions Cheat Sheet</a> (@<a href=&quot;http://stackoverflow.com/questions/4736/learning-regular-expressions#4739&quot;>GateKiller</a> another thread)</li>&#xA;<li><a href=&quot;http://regexhero.net/&quot; rel=&quot;nofollow&quot;>http://regexhero.net/</a> - The Online .NET Regular Expression Tester. Not free.</li>&#xA;</ul>&#xA;"
32291,2,32282,"2008-08-28 13:37:36",1,NULL,"<p>Regexbuddy does all this. <a href=&quot;http://www.regexbuddy.com/&quot; rel=&quot;nofollow&quot;>http://www.regexbuddy.com/</a></p>&#xA;"
32292,2,32282,"2008-08-28 13:38:13",1,NULL,"<p>see the accepted answer to this question: <a href=&quot;http://stackoverflow.com/questions/4736/learning-regular-expressions#4741&quot; rel=&quot;nofollow&quot;>Learning Regular Expressions</a></p>&#xA;"
32294,2,32282,"2008-08-28 13:38:50",2,NULL,"<p><a href=&quot;http://www.regexbuddy.com/&quot; rel=&quot;nofollow&quot;>RegexBuddy</a> is great!!!</p>&#xA;"
32298,2,32282,"2008-08-28 13:39:32",7,NULL,"<p><a href=&quot;http://www.rubular.com/&quot;>Rubular</a> is free, easy to use and looks nice.</p>&#xA;"
32300,2,32282,"2008-08-28 13:40:23",10,NULL,"<p>I use Expresso (<a href=&quot;http://www.ultrapico.com/&quot;>www.ultrapico.com</a>).  It has a lot of nice features for the developer.  The Regulator used to be my favorite, but it hasn't been updated in so long and I constantly ran into crashes with complicated RegExs.</p>&#xA;"
32319,2,32282,"2008-08-28 13:47:27",0,NULL,"<p>RegExBuddy so far I concur with and endorse.</p>&#xA;"
